champion,opponentChampion,kills,deaths,assists,win,killParticipation,csdiff14min,jungleCsdiff14,turretPlatesTaken,golddiff14min,xpDiff14,dmgChamps14,totalDmgChamps,teamDamagePercentage,visionScore,visionScorePerMinute,visionWardsBoughtInGame,controlWardsPlaced,wardTakedowns,wardsPlaced,completeSupportQuestInTime
Aatrox,Jax,5,5,3,0,40.0,10,0,4,844,1409,9861,24521,32.66896309788542,28,1.1503851579575577,1,1,0,9,0
Zeri,Rumble,5,8,7,1,35.294117647058826,-21,4,0,-2329,-1572,6939,17156,17.696118728332742,26,1.0369258023416104,0,0,7,8,0
Nasus,Mordekaiser,2,5,1,1,15.789473684210526,-36,0,1,-1048,-1588,7926,9874,23.24464712096951,12,0.8055204447601038,1,1,0,5,0
Aatrox,Camille,12,2,5,1,50.0,23,2,8,3215,1039,11099,34838,31.113230534884607,26,0.9838710125270788,1,1,7,10,0
Smolder,Warwick,0,8,5,0,41.66666666666667,-25,0,1,-1313,-968,11815,22176,29.01679987321176,15,0.610842633554654,0,0,0,8,0
Aatrox,Shen,1,5,2,0,30.0,63,0,4,1050,1313,7254,13068,27.09053781665925,12,0.6169791519554744,1,1,0,8,0
Darius,Renekton,5,4,5,1,33.33333333333333,-24,-2,3,-809,-637,10172,16148,22.8619373679796,18,0.9951919743873672,1,1,2,7,0
Renekton,Rumble,4,4,2,0,66.66666666666666,3,0,3,1094,1073,7135,14066,29.18443442382087,14,0.7031034549187266,1,1,2,7,0
Jayce,Lucian,2,3,3,1,31.25,29,0,2,956,722,9205,9205,21.242548854369407,17,1.1063704473203,2,2,2,7,0
Aatrox,Camille,5,5,2,1,35.0,-8,2,1,-1316,-520,8573,20016,29.44460985197244,20,0.9508286192749356,1,1,1,8,0
KSante,Sion,2,3,1,0,20.0,17,0,2,337,604,8698,18109,28.6237144209984,15,0.7543623804953759,1,1,1,8,0
Yone,Ornn,9,8,16,1,60.97560975609756,47,0,3,1088,1048,11525,65629,30.61202701840816,45,1.012607419304104,3,2,4,19,0
Aatrox,Kennen,4,6,7,1,26.190476190476197,-29,0,1,-1452,-881,5448,16850,17.820487428049955,18,0.6839436357748535,2,2,0,11,0
Renekton,Ornn,3,4,3,0,54.54545454545454,37,0,7,2089,1703,10691,15856,29.641200815331587,10,0.5157512457932947,0,0,0,6,0
Aatrox,Renekton,0,3,1,0,12.5,-28,0,1,-2014,-1408,7924,8616,22.122243154317133,9,0.5914990221833581,1,1,0,6,0
Aatrox,Yone,5,5,3,0,61.53846153846154,15,0,5,1106,368,8364,17558,33.55459038469936,17,0.7933062467373465,1,1,1,8,0
Aatrox,Yone,10,6,4,1,35.8974358974359,18,0,5,1483,261,10512,31156,27.681139596897868,29,1.0386118998377478,4,4,1,14,0
KSante,Ezreal,3,6,3,0,30.0,-11,0,7,86,109,4159,19382,20.61075710466997,17,0.6799735684878553,3,2,1,10,0
Yasuo,Varus,10,7,7,1,39.53488372093023,29,4,5,1560,1517,6462,30912,25.736454300035955,25,0.9041522393743427,3,3,1,11,0
Warwick,Renekton,11,10,5,0,59.25925925925925,17,0,1,431,329,8344,39581,26.32588308315473,25,0.7472362911968957,1,1,2,12,0
Jayce,Nasus,4,4,3,1,25.0,14,4,1,-653,364,7969,20298,19.46932448897877,22,0.8087397425061033,1,1,1,10,0
Jayce,Rumble,1,7,3,0,44.44444444444444,0,-4,2,-104,-1088,6353,19704,19.886041487083286,32,1.095815612302264,2,2,8,12,0
Jayce,Camille,5,7,2,0,30.434782608695656,2,0,5,1226,437,9203,22045,27.76473341794523,12,0.5276541794630916,1,1,1,8,0
Jayce,Nasus,2,7,3,0,55.55555555555556,10,0,3,-33,518,7124,15395,18.595181653017967,20,0.8206811940621006,4,3,3,11,0
Jayce,Yone,12,2,10,1,64.70588235294117,36,0,4,2733,1784,10339,34110,31.528741016617147,18,0.7024254369725429,1,0,2,9,0
Aatrox,Gragas,1,9,1,0,7.142857142857142,33,0,0,392,1079,8007,18001,17.773131245831483,20,0.7319127981142163,4,2,1,12,0
Aatrox,Soraka,3,8,3,0,37.5,18,2,1,83,-265,8764,20723,21.097225713790657,16,0.6980580416122018,1,1,0,9,0
Aatrox,KSante,6,5,9,1,42.85714285714285,8,0,0,-428,-93,9253,24610,19.357431035473898,23,0.8227764593549738,0,0,6,10,0
Renekton,Aatrox,3,4,2,0,55.55555555555556,45,-3,5,1751,1300,9745,10630,32.448049333804484,10,0.689492373477927,1,1,1,6,0
DrMundo,Darius,4,3,4,1,32.0,4,0,5,991,50,7354,13369,19.67361776145904,17,0.8817090583728284,2,2,2,8,0
Aatrox,Gwen,2,6,0,0,11.76470588235294,-36,0,0,-2373,-2583,7612,12741,23.3828998191284,16,0.8821820594420322,2,2,0,8,0
Gragas,Jayce,13,3,10,1,67.64705882352942,8,0,2,706,1289,8086,25189,27.16128913878902,24,0.989412841095823,3,3,1,11,0
Renekton,Fiora,10,6,13,1,58.97435897435898,39,2,6,3893,2335,8990,34843,19.80073974369281,47,1.1901549705908758,5,5,7,20,0
Aatrox,Yone,17,3,6,1,63.888888888888886,47,2,8,3089,2073,7153,53213,40.21757442075832,18,0.6750114567943765,0,0,2,9,0
Renekton,Ornn,3,6,0,0,42.85714285714285,22,0,2,275,-69,13503,21191,38.82473865289276,12,0.6498492149509013,1,1,1,7,0
KSante,Vladimir,1,5,1,0,9.523809523809524,-41,0,1,-1509,-1549,8681,12628,24.419666879521493,10,0.5785461317414002,1,1,0,6,0
Aatrox,KSante,8,2,1,1,39.130434782608695,48,4,4,2934,2150,12472,23288,35.978430315673045,13,0.6509706593846009,1,1,1,7,0
Renekton,Camille,10,1,2,1,66.66666666666666,72,0,5,4016,2717,15851,21306,43.68991310402989,8,0.5296584896684083,0,0,1,6,0
Malphite,Smolder,6,3,15,1,47.72727272727273,-8,0,1,8,437,9544,30560,19.98835040070847,30,0.9641128078724166,4,4,7,16,0
Yone,Aatrox,1,2,3,1,30.76923076923077,-13,4,0,-97,244,7283,10943,26.695467946501207,9,0.6263388717191457,1,1,0,6,0
Renekton,Camille,5,8,3,0,66.66666666666666,24,4,5,1691,807,9043,27544,31.54551046283588,28,1.1126172767839544,4,4,2,12,0
Renekton,KSante,5,2,6,1,37.93103448275862,33,4,5,2174,1233,7803,24600,21.806970955345346,38,1.401100017846049,5,4,6,13,0
Smolder,Renekton,5,9,4,0,45.0,-32,0,0,-2578,-2015,10234,33457,33.03301887717979,29,0.9496489558797984,2,2,4,12,0
Renekton,Jayce,16,0,5,1,63.63636363636363,41,4,4,2601,2524,7023,28020,34.56335607254346,22,0.9164034970005728,2,2,3,10,0
Aatrox,Fiora,5,3,10,1,42.85714285714285,9,0,0,-247,-100,6015,37914,23.10354787482258,38,1.0492652162383147,2,2,3,14,0
Yone,Corki,9,3,5,1,46.66666666666666,3,0,4,1497,701,7734,22698,28.378613972330648,19,0.8583655425303278,3,2,3,10,0
Renekton,Jayce,6,6,6,1,46.15384615384615,-6,0,4,-641,-390,5539,17290,23.74471541760631,18,0.7826890965508637,3,3,0,11,0
Jax,Aatrox,0,3,0,0,0.0,0,0,0,-1990,-1461,5983,7159,27.085988631950094,8,0.5777199315760994,1,1,1,5,0
Yone,KSante,2,0,2,1,15.384615384615383,37,4,3,1590,2031,9342,12172,20.01398144213002,19,1.233833876704019,2,2,2,7,0
Galio,Kennen,5,1,13,1,56.25,7,0,1,-8,23,5084,18524,18.218671483880307,26,1.0177865498093084,1,1,1,10,0
Yone,Aurora,2,4,9,0,47.82608695652174,26,0,1,352,1222,5726,23958,23.642469705834976,21,0.7554374883477307,2,2,3,11,0
KSante,Varus,4,10,2,0,25.0,-32,0,1,-1535,-567,4549,10826,11.744266794189391,25,0.8842634312554934,2,1,2,10,0
Renekton,Yone,3,6,8,1,50.0,-4,0,0,-893,-854,8672,20768,22.34775388084112,23,0.7905112435733705,1,1,4,10,0
Galio,Rumble,4,8,9,0,50.0,0,0,2,-327,-135,4779,21869,20.096101026775575,25,0.8735649099390413,3,3,2,12,0
Jax,Renekton,5,7,1,0,33.33333333333333,-6,0,0,451,254,11603,23297,23.845074066273018,16,0.7106995092403164,1,0,2,8,0
XinZhao,Zeri,5,6,2,0,46.66666666666666,-7,0,5,931,1021,10141,19970,30.987716057437208,11,0.5381821989448252,0,0,0,7,0
XinZhao,Fiora,10,5,5,1,41.66666666666667,31,0,4,2562,2765,13502,18728,26.116888870864365,9,0.4907654899770509,1,1,0,6,0
Galio,Rumble,3,5,16,1,51.35135135135135,-11,0,2,-409,-535,7474,23804,17.101662830202354,24,0.8765020688642179,1,1,3,9,0
Zeri,Jax,14,2,3,1,42.5,13,0,5,2020,1433,9409,30121,22.01216726993469,12,0.4472901794958809,1,1,1,10,0
